Product Title,Product Description,Product UID,Print File URL,Should Publish Images?
Wood prints — hor,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x12-inch-300x300-mm_lined-plywood_10-mm_hor-grain_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — ver,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x12-inch-300x300-mm_lined-plywood_10-mm_hor-grain_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — hor,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x12-inch-300x300-mm_lined-plywood_20-mm_hor-grain_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — ver,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x12-inch-300x300-mm_lined-plywood_20-mm_hor-grain_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — hor,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x16-inch-300x400-mm_lined-plywood_10-mm_hor-grain_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — ver,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x16-inch-300x400-mm_lined-plywood_10-mm_hor-grain_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — hor,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x16-inch-300x400-mm_lined-plywood_20-mm_hor-grain_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — ver,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x16-inch-300x400-mm_lined-plywood_20-mm_hor-grain_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — hor,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x18-inch-300x450-mm_lined-plywood_10-mm_hor-grain_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Wood prints — ver,"Personalised wood prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",wood_12x18-inch-300x450-mm_lined-plywood_10-mm_hor-grain_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
