Product Title,Product Description,Product UID,Print File URL,Should Publish Images?
Framed canvas — 200x250-mm-8x10-inch — hor,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_black_252x302-mm-10x12-inch_wood-fsc-slim_hor_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x250-mm-8x10-inch — ver,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_black_252x302-mm-10x12-inch_wood-fsc-slim_ver_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x250-mm-8x10-inch — hor,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_dark-wood_252x302-mm-10x12-inch_wood-fsc-slim_hor_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x250-mm-8x10-inch — ver,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_dark-wood_252x302-mm-10x12-inch_wood-fsc-slim_ver_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x250-mm-8x10-inch — hor,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_natural-wood_252x302-mm-10x12-inch_wood-fsc-slim_hor_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x250-mm-8x10-inch — ver,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x250-mm-8x10-inch_natural-wood_252x302-mm-10x12-inch_wood-fsc-slim_ver_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x300-mm-8x12-inch — hor,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x300-mm-8x12-inch_black_252x352-mm-10x14-inch_wood-fsc-slim_hor_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x300-mm-8x12-inch — ver,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x300-mm-8x12-inch_black_252x352-mm-10x14-inch_wood-fsc-slim_ver_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x300-mm-8x12-inch — hor,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x300-mm-8x12-inch_dark-wood_252x352-mm-10x14-inch_wood-fsc-slim_hor_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Framed canvas — 200x300-mm-8x12-inch — ver,"Personalised framed canvas from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",framed_canvas_geo_simplified_200x300-mm-8x12-inch_dark-wood_252x352-mm-10x14-inch_wood-fsc-slim_ver_wood_w14xt42-mm_canvas_4-0,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
